# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.2

bb::ai::hold, long, 00000000000000D4
vic::mox::fxp13::69, double, 4011333333333333
vic::mox::fxp13::70, double, 4011333333333333
vic::mox::fxp13::71, double, 3FE3333333333333
vic::mox::fxp13::72, double, 401F99999999999A
vic::mox::fxp14::1, double, 4006666666666666
vic::mox::fxp14::2, double, 400670A3D70A3D71
vic::mox::fxp14::3, double, 400628F5C28F5C29
vic::mox::fxp14::4, double, 40067AE147AE147B
vic::mox::fxp14::5, double, 400670A3D70A3D71
vic::mox::fxp14::6, double, 4008147AE147AE14
vic::mox::fxp14::7, double, 400B70A3D70A3D71
vic::mox::fxp14::8, double, 401770A3D70A3D71
vic::mox::fxp14::9, double, 401775C28F5C28F6
vic::mox::fxp14::10, double, 401751EB851EB852
vic::mox::fxp14::11, double, 40177AE147AE147B
vic::mox::fxp14::12, double, 401775C28F5C28F6
vic::mox::fxp14::13, double, 40165C28F5C28F5C
vic::mox::fxp14::14, double, 40160A3D70A3D70A
vic::mox::fxp14::15, double, 4004F5C28F5C28F5
vic::mox::fxp14::16, double, 4005000000000000
vic::mox::fxp14::17, double, 4004B851EB851EB8
vic::mox::fxp14::18, double, 40050A3D70A3D70A
vic::mox::fxp14::19, double, 4005000000000000
vic::mox::fxp14::20, double, 4006A3D70A3D70A4
vic::mox::fxp14::21, double, 400A000000000000
vic::mox::fxp14::22, double, 401828F5C28F5C29
vic::mox::fxp14::23, double, 40182E147AE147AE
vic::mox::fxp14::24, double, 40180A3D70A3D70A
vic::mox::fxp14::25, double, 4018333333333333
vic::mox::fxp14::26, double, 40182E147AE147AE
vic::mox::fxp14::27, double, 4017147AE147AE14
vic::mox::fxp14::28, double, 4016C28F5C28F5C2
vic::mox::fxp14::29, double, 4003851EB851EB85
vic::mox::fxp14::30, double, 40038F5C28F5C290
vic::mox::fxp14::31, double, 400347AE147AE148
vic::mox::fxp14::32, double, 400399999999999A
vic::mox::fxp14::33, double, 40038F5C28F5C290
vic::mox::fxp14::34, double, 4005333333333334
vic::mox::fxp14::35, double, 40088F5C28F5C290
vic::mox::fxp14::36, double, 4018E147AE147AE1
vic::mox::fxp14::37, double, 4018E66666666666
vic::mox::fxp14::38, double, 4018C28F5C28F5C2
vic::mox::fxp14::39, double, 4018EB851EB851EB
vic::mox::fxp14::40, double, 4018E66666666666
vic::mox::fxp14::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp14::42, double, 40177AE147AE147A
vic::mox::fxp14::43, double, 4002147AE147AE14
vic::mox::fxp14::44, double, 40021EB851EB851F
vic::mox::fxp14::45, double, 4001D70A3D70A3D7
vic::mox::fxp14::46, double, 400228F5C28F5C29
vic::mox::fxp14::47, double, 40021EB851EB851F
vic::mox::fxp14::48, double, 4003C28F5C28F5C2
vic::mox::fxp14::49, double, 40071EB851EB851F
vic::mox::fxp14::50, double, 4019999999999999
vic::mox::fxp14::51, double, 40199EB851EB851E
vic::mox::fxp14::52, double, 40197AE147AE147A
vic::mox::fxp14::53, double, 4019A3D70A3D70A3
vic::mox::fxp14::54, double, 40199EB851EB851E
vic::mox::fxp14::55, double, 4018851EB851EB84
vic::mox::fxp14::56, double, 4018333333333332
vic::mox::fxp14::57, double, 3FE6666666666666
vic::mox::fxp14::58, double, 3FF0000000000000
vic::mox::fxp14::59, double, 3FE7AE147AE147AE
vic::mox::fxp14::60, double, 3FEB851EB851EB85
vic::mox::fxp14::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp14::62, double, 401F99999999999A
vic::mox::fxp14::63, double, 4020666666666667
vic::mox::fxp14::64, double, 401FC28F5C28F5C3
vic::mox::fxp14::65, double, 401E28F5C28F5C29
vic::mox::fxp14::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp14::67, double, 3FF3333333333333
vic::mox::fxp14::68, double, 401F333333333333
vic::mox::fxp14::69, double, 4011333333333333
vic::mox::fxp14::70, double, 4011333333333333
vic::mox::fxp14::71, double, 3FE3333333333333
vic::mox::fxp14::72, double, 401F99999999999A
vic::mox::fxp15::1, double, 4006666666666666
vic::mox::fxp15::2, double, 400670A3D70A3D71
vic::mox::fxp15::3, double, 400628F5C28F5C29
vic::mox::fxp15::4, double, 40067AE147AE147B
vic::mox::fxp15::5, double, 400670A3D70A3D71
vic::mox::fxp15::6, double, 4008147AE147AE14
vic::mox::fxp15::7, double, 400B70A3D70A3D71
vic::mox::fxp15::8, double, 401770A3D70A3D71
vic::mox::fxp15::9, double, 401775C28F5C28F6
vic::mox::fxp15::10, double, 401751EB851EB852
vic::mox::fxp15::11, double, 40177AE147AE147B
vic::mox::fxp15::12, double, 401775C28F5C28F6
vic::mox::fxp15::13, double, 40165C28F5C28F5C
vic::mox::fxp15::14, double, 40160A3D70A3D70A
vic::mox::fxp15::15, double, 4004F5C28F5C28F5
vic::mox::fxp15::16, double, 4005000000000000
vic::mox::fxp15::17, double, 4004B851EB851EB8
vic::mox::fxp15::18, double, 40050A3D70A3D70A
vic::mox::fxp15::19, double, 4005000000000000
vic::mox::fxp15::20, double, 4006A3D70A3D70A4
vic::mox::fxp15::21, double, 400A000000000000
vic::mox::fxp15::22, double, 401828F5C28F5C29
vic::mox::fxp15::23, double, 40182E147AE147AE
vic::mox::fxp15::24, double, 40180A3D70A3D70A
vic::mox::fxp15::25, double, 4018333333333333
vic::mox::fxp15::26, double, 40182E147AE147AE
vic::mox::fxp15::27, double, 4017147AE147AE14
vic::mox::fxp15::28, double, 4016C28F5C28F5C2
vic::mox::fxp15::29, double, 4003851EB851EB85
vic::mox::fxp15::30, double, 40038F5C28F5C290
vic::mox::fxp15::31, double, 400347AE147AE148
vic::mox::fxp15::32, double, 400399999999999A
vic::mox::fxp15::33, double, 40038F5C28F5C290
vic::mox::fxp15::34, double, 4005333333333334
vic::mox::fxp15::35, double, 40088F5C28F5C290
vic::mox::fxp15::36, double, 4018E147AE147AE1
vic::mox::fxp15::37, double, 4018E66666666666
vic::mox::fxp15::38, double, 4018C28F5C28F5C2
vic::mox::fxp15::39, double, 4018EB851EB851EB
vic::mox::fxp15::40, double, 4018E66666666666
vic::mox::fxp15::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp15::42, double, 40177AE147AE147A
vic::mox::fxp15::43, double, 4002147AE147AE14
vic::mox::fxp15::44, double, 40021EB851EB851F
vic::mox::fxp15::45, double, 4001D70A3D70A3D7
vic::mox::fxp15::46, double, 400228F5C28F5C29
vic::mox::fxp15::47, double, 40021EB851EB851F
vic::mox::fxp15::48, double, 4003C28F5C28F5C2
vic::mox::fxp15::49, double, 40071EB851EB851F
vic::mox::fxp15::50, double, 4019999999999999
vic::mox::fxp15::51, double, 40199EB851EB851E
vic::mox::fxp15::52, double, 40197AE147AE147A
vic::mox::fxp15::53, double, 4019A3D70A3D70A3
vic::mox::fxp15::54, double, 40199EB851EB851E
vic::mox::fxp15::55, double, 4018851EB851EB84
vic::mox::fxp15::56, double, 4018333333333332
vic::mox::fxp15::57, double, 3FE6666666666666
vic::mox::fxp15::58, double, 3FF0000000000000
vic::mox::fxp15::59, double, 3FE7AE147AE147AE
vic::mox::fxp15::60, double, 3FEB851EB851EB85
vic::mox::fxp15::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp15::62, double, 401F99999999999A
vic::mox::fxp15::63, double, 4020666666666667
vic::mox::fxp15::64, double, 401FC28F5C28F5C3
vic::mox::fxp15::65, double, 401E28F5C28F5C29
vic::mox::fxp15::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp15::67, double, 3FF3333333333333
vic::mox::fxp15::68, double, 401F333333333333
vic::mox::fxp15::69, double, 4011333333333333
vic::mox::fxp15::70, double, 4011333333333333
vic::mox::fxp15::71, double, 3FE3333333333333
vic::mox::fxp15::72, double, 401F99999999999A
vic::mox::fxp16::1, double, 4006666666666666
vic::mox::fxp16::2, double, 400670A3D70A3D71
vic::mox::fxp16::3, double, 400628F5C28F5C29
vic::mox::fxp16::4, double, 40067AE147AE147B
vic::mox::fxp16::5, double, 400670A3D70A3D71
vic::mox::fxp16::6, double, 4008147AE147AE14
vic::mox::fxp16::7, double, 400B70A3D70A3D71
vic::mox::fxp16::8, double, 401770A3D70A3D71
vic::mox::fxp16::9, double, 401775C28F5C28F6
vic::mox::fxp16::10, double, 401751EB851EB852
vic::mox::fxp16::11, double, 40177AE147AE147B
vic::mox::fxp16::12, double, 401775C28F5C28F6
vic::mox::fxp16::13, double, 40165C28F5C28F5C
vic::mox::fxp16::14, double, 40160A3D70A3D70A
vic::mox::fxp16::15, double, 4004F5C28F5C28F5
vic::mox::fxp16::16, double, 4005000000000000
vic::mox::fxp16::17, double, 4004B851EB851EB8
vic::mox::fxp16::18, double, 40050A3D70A3D70A
vic::mox::fxp16::19, double, 4005000000000000
vic::mox::fxp16::20, double, 4006A3D70A3D70A4
vic::mox::fxp16::21, double, 400A000000000000
vic::mox::fxp16::22, double, 401828F5C28F5C29
vic::mox::fxp16::23, double, 40182E147AE147AE
vic::mox::fxp16::24, double, 40180A3D70A3D70A
vic::mox::fxp16::25, double, 4018333333333333
vic::mox::fxp16::26, double, 40182E147AE147AE
vic::mox::fxp16::27, double, 4017147AE147AE14
vic::mox::fxp16::28, double, 4016C28F5C28F5C2
vic::mox::fxp16::29, double, 4003851EB851EB85
vic::mox::fxp16::30, double, 40038F5C28F5C290
vic::mox::fxp16::31, double, 400347AE147AE148
vic::mox::fxp16::32, double, 400399999999999A
vic::mox::fxp16::33, double, 40038F5C28F5C290
vic::mox::fxp16::34, double, 4005333333333334
vic::mox::fxp16::35, double, 40088F5C28F5C290
vic::mox::fxp16::36, double, 4018E147AE147AE1
vic::mox::fxp16::37, double, 4018E66666666666
vic::mox::fxp16::38, double, 4018C28F5C28F5C2
vic::mox::fxp16::39, double, 4018EB851EB851EB
vic::mox::fxp16::40, double, 4018E66666666666
vic::mox::fxp16::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp16::42, double, 40177AE147AE147A
vic::mox::fxp16::43, double, 4002147AE147AE14
vic::mox::fxp16::44, double, 40021EB851EB851F
vic::mox::fxp16::45, double, 4001D70A3D70A3D7
vic::mox::fxp16::46, double, 400228F5C28F5C29
vic::mox::fxp16::47, double, 40021EB851EB851F
vic::mox::fxp16::48, double, 4003C28F5C28F5C2
vic::mox::fxp16::49, double, 40071EB851EB851F
vic::mox::fxp16::50, double, 4019999999999999
vic::mox::fxp16::51, double, 40199EB851EB851E
vic::mox::fxp16::52, double, 40197AE147AE147A
vic::mox::fxp16::53, double, 4019A3D70A3D70A3
vic::mox::fxp16::54, double, 40199EB851EB851E
vic::mox::fxp16::55, double, 4018851EB851EB84
vic::mox::fxp16::56, double, 4018333333333332
vic::mox::fxp16::57, double, 3FE6666666666666
vic::mox::fxp16::58, double, 3FF0000000000000
vic::mox::fxp16::59, double, 3FE7AE147AE147AE
vic::mox::fxp16::60, double, 3FEB851EB851EB85
vic::mox::fxp16::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp16::62, double, 401F99999999999A
vic::mox::fxp16::63, double, 4020666666666667
vic::mox::fxp16::64, double, 401FC28F5C28F5C3
vic::mox::fxp16::65, double, 401E28F5C28F5C29
vic::mox::fxp16::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp16::67, double, 3FF3333333333333
vic::mox::fxp16::68, double, 401F333333333333
vic::mox::fxp16::69, double, 4011333333333333
vic::mox::fxp16::70, double, 4011333333333333
vic::mox::fxp16::71, double, 3FE3333333333333
vic::mox::fxp16::72, double, 401F99999999999A
vic::mox::fxp17::1, double, 4006666666666666
vic::mox::fxp17::2, double, 400670A3D70A3D71
vic::mox::fxp17::3, double, 400628F5C28F5C29
vic::mox::fxp17::4, double, 40067AE147AE147B
vic::mox::fxp17::5, double, 400670A3D70A3D71
vic::mox::fxp17::6, double, 4008147AE147AE14
vic::mox::fxp17::7, double, 400B70A3D70A3D71
vic::mox::fxp17::8, double, 401770A3D70A3D71
vic::mox::fxp17::9, double, 401775C28F5C28F6
vic::mox::fxp17::10, double, 401751EB851EB852
vic::mox::fxp17::11, double, 40177AE147AE147B
vic::mox::fxp17::12, double, 401775C28F5C28F6
vic::mox::fxp17::13, double, 40165C28F5C28F5C
vic::mox::fxp17::14, double, 40160A3D70A3D70A
vic::mox::fxp17::15, double, 4004F5C28F5C28F5
vic::mox::fxp17::16, double, 4005000000000000
vic::mox::fxp17::17, double, 4004B851EB851EB8
vic::mox::fxp17::18, double, 40050A3D70A3D70A
vic::mox::fxp17::19, double, 4005000000000000
vic::mox::fxp17::20, double, 4006A3D70A3D70A4
vic::mox::fxp17::21, double, 400A000000000000
vic::mox::fxp17::22, double, 401828F5C28F5C29
vic::mox::fxp17::23, double, 40182E147AE147AE
vic::mox::fxp17::24, double, 40180A3D70A3D70A
vic::mox::fxp17::25, double, 4018333333333333
vic::mox::fxp17::26, double, 40182E147AE147AE
vic::mox::fxp17::27, double, 4017147AE147AE14
vic::mox::fxp17::28, double, 4016C28F5C28F5C2
vic::mox::fxp17::29, double, 4003851EB851EB85
vic::mox::fxp17::30, double, 40038F5C28F5C290
vic::mox::fxp17::31, double, 400347AE147AE148
vic::mox::fxp17::32, double, 400399999999999A
vic::mox::fxp17::33, double, 40038F5C28F5C290
vic::mox::fxp17::34, double, 4005333333333334
vic::mox::fxp17::35, double, 40088F5C28F5C290
vic::mox::fxp17::36, double, 4018E147AE147AE1
vic::mox::fxp17::37, double, 4018E66666666666
vic::mox::fxp17::38, double, 4018C28F5C28F5C2
vic::mox::fxp17::39, double, 4018EB851EB851EB
vic::mox::fxp17::40, double, 4018E66666666666
vic::mox::fxp17::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp17::42, double, 40177AE147AE147A
vic::mox::fxp17::43, double, 4002147AE147AE14
vic::mox::fxp17::44, double, 40021EB851EB851F
vic::mox::fxp17::45, double, 4001D70A3D70A3D7
vic::mox::fxp17::46, double, 400228F5C28F5C29
vic::mox::fxp17::47, double, 40021EB851EB851F
vic::mox::fxp17::48, double, 4003C28F5C28F5C2
vic::mox::fxp17::49, double, 40071EB851EB851F
vic::mox::fxp17::50, double, 4019999999999999
vic::mox::fxp17::51, double, 40199EB851EB851E
vic::mox::fxp17::52, double, 40197AE147AE147A
vic::mox::fxp17::53, double, 4019A3D70A3D70A3
vic::mox::fxp17::54, double, 40199EB851EB851E
vic::mox::fxp17::55, double, 4018851EB851EB84
vic::mox::fxp17::56, double, 4018333333333332
vic::mox::fxp17::57, double, 3FE6666666666666
vic::mox::fxp17::58, double, 3FF0000000000000
vic::mox::fxp17::59, double, 3FE7AE147AE147AE
vic::mox::fxp17::60, double, 3FEB851EB851EB85
vic::mox::fxp17::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp17::62, double, 401F99999999999A
vic::mox::fxp17::63, double, 4020666666666667
vic::mox::fxp17::64, double, 401FC28F5C28F5C3
vic::mox::fxp17::65, double, 401E28F5C28F5C29
vic::mox::fxp17::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp17::67, double, 3FF3333333333333
vic::mox::fxp17::68, double, 401F333333333333
vic::mox::fxp17::69, double, 4011333333333333
vic::mox::fxp17::70, double, 4011333333333333
vic::mox::fxp17::71, double, 3FE3333333333333
vic::mox::fxp17::72, double, 401F99999999999A
vic::mox::fxp21::1, double, 4006666666666666
vic::mox::fxp21::2, double, 400670A3D70A3D71
vic::mox::fxp21::3, double, 400628F5C28F5C29
vic::mox::fxp21::4, double, 40067AE147AE147B
vic::mox::fxp21::5, double, 400670A3D70A3D71
vic::mox::fxp21::6, double, 4008147AE147AE14
vic::mox::fxp21::7, double, 400B70A3D70A3D71
vic::mox::fxp21::8, double, 401770A3D70A3D71
vic::mox::fxp21::9, double, 401775C28F5C28F6
vic::mox::fxp21::10, double, 401751EB851EB852
vic::mox::fxp21::11, double, 40177AE147AE147B
vic::mox::fxp21::12, double, 401775C28F5C28F6
vic::mox::fxp21::13, double, 40165C28F5C28F5C
vic::mox::fxp21::14, double, 40160A3D70A3D70A
vic::mox::fxp21::15, double, 4004F5C28F5C28F5
vic::mox::fxp21::16, double, 4005000000000000
vic::mox::fxp21::17, double, 4004B851EB851EB8
vic::mox::fxp21::18, double, 40050A3D70A3D70A
vic::mox::fxp21::19, double, 4005000000000000
vic::mox::fxp21::20, double, 4006A3D70A3D70A4
vic::mox::fxp21::21, double, 400A000000000000
vic::mox::fxp21::22, double, 401828F5C28F5C29
vic::mox::fxp21::23, double, 40182E147AE147AE
vic::mox::fxp21::24, double, 40180A3D70A3D70A
vic::mox::fxp21::25, double, 4018333333333333
vic::mox::fxp21::26, double, 40182E147AE147AE
vic::mox::fxp21::27, double, 4017147AE147AE14
vic::mox::fxp21::28, double, 4016C28F5C28F5C2
vic::mox::fxp21::29, double, 4003851EB851EB85
vic::mox::fxp21::30, double, 40038F5C28F5C290
vic::mox::fxp21::31, double, 400347AE147AE148
vic::mox::fxp21::32, double, 400399999999999A
vic::mox::fxp21::33, double, 40038F5C28F5C290
vic::mox::fxp21::34, double, 4005333333333334
vic::mox::fxp21::35, double, 40088F5C28F5C290
vic::mox::fxp21::36, double, 4018E147AE147AE1
vic::mox::fxp21::37, double, 4018E66666666666
vic::mox::fxp21::38, double, 4018C28F5C28F5C2
vic::mox::fxp21::39, double, 4018EB851EB851EB
vic::mox::fxp21::40, double, 4018E66666666666
vic::mox::fxp21::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp21::42, double, 40177AE147AE147A
vic::mox::fxp21::43, double, 4002147AE147AE14
vic::mox::fxp21::44, double, 40021EB851EB851F
vic::mox::fxp21::45, double, 4001D70A3D70A3D7
vic::mox::fxp21::46, double, 400228F5C28F5C29
vic::mox::fxp21::47, double, 40021EB851EB851F
vic::mox::fxp21::48, double, 4003C28F5C28F5C2
vic::mox::fxp21::49, double, 40071EB851EB851F
vic::mox::fxp21::50, double, 4019999999999999
vic::mox::fxp21::51, double, 40199EB851EB851E
vic::mox::fxp21::52, double, 40197AE147AE147A
vic::mox::fxp21::53, double, 4019A3D70A3D70A3
vic::mox::fxp21::54, double, 40199EB851EB851E
vic::mox::fxp21::55, double, 4018851EB851EB84
vic::mox::fxp21::56, double, 4018333333333332
vic::mox::fxp21::57, double, 3FE6666666666666
vic::mox::fxp21::58, double, 3FF0000000000000
vic::mox::fxp21::59, double, 3FE7AE147AE147AE
vic::mox::fxp21::60, double, 3FEB851EB851EB85
vic::mox::fxp21::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp21::62, double, 401F99999999999A
vic::mox::fxp21::63, double, 4020666666666667
vic::mox::fxp21::64, double, 401FC28F5C28F5C3
vic::mox::fxp21::65, double, 401E28F5C28F5C29
vic::mox::fxp21::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp21::67, double, 3FF3333333333333
vic::mox::fxp21::68, double, 401F333333333333
vic::mox::fxp21::69, double, 4011333333333333
vic::mox::fxp21::70, double, 4011333333333333
vic::mox::fxp21::71, double, 3FE3333333333333
vic::mox::fxp21::72, double, 401F99999999999A
vic::mox::fxp22::1, double, 4006666666666666
vic::mox::fxp22::2, double, 400670A3D70A3D71
vic::mox::fxp22::3, double, 400628F5C28F5C29
vic::mox::fxp22::4, double, 40067AE147AE147B
vic::mox::fxp22::5, double, 400670A3D70A3D71
vic::mox::fxp22::6, double, 4008147AE147AE14
vic::mox::fxp22::7, double, 400B70A3D70A3D71
vic::mox::fxp22::8, double, 401770A3D70A3D71
vic::mox::fxp22::9, double, 401775C28F5C28F6
vic::mox::fxp22::10, double, 401751EB851EB852
vic::mox::fxp22::11, double, 40177AE147AE147B
vic::mox::fxp22::12, double, 401775C28F5C28F6
vic::mox::fxp22::13, double, 40165C28F5C28F5C
vic::mox::fxp22::14, double, 40160A3D70A3D70A
vic::mox::fxp22::15, double, 4004F5C28F5C28F5
vic::mox::fxp22::16, double, 4005000000000000
vic::mox::fxp22::17, double, 4004B851EB851EB8
vic::mox::fxp22::18, double, 40050A3D70A3D70A
vic::mox::fxp22::19, double, 4005000000000000
vic::mox::fxp22::20, double, 4006A3D70A3D70A4
vic::mox::fxp22::21, double, 400A000000000000
vic::mox::fxp22::22, double, 401828F5C28F5C29
vic::mox::fxp22::23, double, 40182E147AE147AE
vic::mox::fxp22::24, double, 40180A3D70A3D70A
vic::mox::fxp22::25, double, 4018333333333333
vic::mox::fxp22::26, double, 40182E147AE147AE
vic::mox::fxp22::27, double, 4017147AE147AE14
vic::mox::fxp22::28, double, 4016C28F5C28F5C2
vic::mox::fxp22::29, double, 4003851EB851EB85
vic::mox::fxp22::30, double, 40038F5C28F5C290
vic::mox::fxp22::31, double, 400347AE147AE148
vic::mox::fxp22::32, double, 400399999999999A
vic::mox::fxp22::33, double, 40038F5C28F5C290
vic::mox::fxp22::34, double, 4005333333333334
vic::mox::fxp22::35, double, 40088F5C28F5C290
vic::mox::fxp22::36, double, 4018E147AE147AE1
vic::mox::fxp22::37, double, 4018E66666666666
vic::mox::fxp22::38, double, 4018C28F5C28F5C2
vic::mox::fxp22::39, double, 4018EB851EB851EB
vic::mox::fxp22::40, double, 4018E66666666666
vic::mox::fxp22::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp22::42, double, 40177AE147AE147A
vic::mox::fxp22::43, double, 4002147AE147AE14
vic::mox::fxp22::44, double, 40021EB851EB851F
vic::mox::fxp22::45, double, 4001D70A3D70A3D7
vic::mox::fxp22::46, double, 400228F5C28F5C29
vic::mox::fxp22::47, double, 40021EB851EB851F
vic::mox::fxp22::48, double, 4003C28F5C28F5C2
vic::mox::fxp22::49, double, 40071EB851EB851F
vic::mox::fxp22::50, double, 4019999999999999
vic::mox::fxp22::51, double, 40199EB851EB851E
vic::mox::fxp22::52, double, 40197AE147AE147A
vic::mox::fxp22::53, double, 4019A3D70A3D70A3
vic::mox::fxp22::54, double, 40199EB851EB851E
vic::mox::fxp22::55, double, 4018851EB851EB84
vic::mox::fxp22::56, double, 4018333333333332
vic::mox::fxp22::57, double, 3FE6666666666666
vic::mox::fxp22::58, double, 3FF0000000000000
vic::mox::fxp22::59, double, 3FE7AE147AE147AE
vic::mox::fxp22::60, double, 3FEB851EB851EB85
vic::mox::fxp22::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp22::62, double, 401F99999999999A
vic::mox::fxp22::63, double, 4020666666666667
vic::mox::fxp22::64, double, 401FC28F5C28F5C3
vic::mox::fxp22::65, double, 401E28F5C28F5C29
vic::mox::fxp22::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp22::67, double, 3FF3333333333333
vic::mox::fxp22::68, double, 401F333333333333
vic::mox::fxp22::69, double, 4011333333333333
vic::mox::fxp22::70, double, 4011333333333333
vic::mox::fxp22::71, double, 3FE3333333333333
vic::mox::fxp22::72, double, 401F99999999999A
vic::mox::fxp23::1, double, 4006666666666666
vic::mox::fxp23::2, double, 400670A3D70A3D71
vic::mox::fxp23::3, double, 400628F5C28F5C29
vic::mox::fxp23::4, double, 40067AE147AE147B
vic::mox::fxp23::5, double, 400670A3D70A3D71
vic::mox::fxp23::6, double, 4008147AE147AE14
vic::mox::fxp23::7, double, 400B70A3D70A3D71
vic::mox::fxp23::8, double, 401770A3D70A3D71
vic::mox::fxp23::9, double, 401775C28F5C28F6
vic::mox::fxp23::10, double, 401751EB851EB852
vic::mox::fxp23::11, double, 40177AE147AE147B
vic::mox::fxp23::12, double, 401775C28F5C28F6
vic::mox::fxp23::13, double, 40165C28F5C28F5C
vic::mox::fxp23::14, double, 40160A3D70A3D70A
vic::mox::fxp23::15, double, 4004F5C28F5C28F5
vic::mox::fxp23::16, double, 4005000000000000
vic::mox::fxp23::17, double, 4004B851EB851EB8
vic::mox::fxp23::18, double, 40050A3D70A3D70A
vic::mox::fxp23::19, double, 4005000000000000
vic::mox::fxp23::20, double, 4006A3D70A3D70A4
vic::mox::fxp23::21, double, 400A000000000000
vic::mox::fxp23::22, double, 401828F5C28F5C29
vic::mox::fxp23::23, double, 40182E147AE147AE
vic::mox::fxp23::24, double, 40180A3D70A3D70A
vic::mox::fxp23::25, double, 4018333333333333
vic::mox::fxp23::26, double, 40182E147AE147AE
vic::mox::fxp23::27, double, 4017147AE147AE14
vic::mox::fxp23::28, double, 4016C28F5C28F5C2
vic::mox::fxp23::29, double, 4003851EB851EB85
vic::mox::fxp23::30, double, 40038F5C28F5C290
vic::mox::fxp23::31, double, 400347AE147AE148
vic::mox::fxp23::32, double, 400399999999999A
vic::mox::fxp23::33, double, 40038F5C28F5C290
vic::mox::fxp23::34, double, 4005333333333334
vic::mox::fxp23::35, double, 40088F5C28F5C290
vic::mox::fxp23::36, double, 4018E147AE147AE1
vic::mox::fxp23::37, double, 4018E66666666666
vic::mox::fxp23::38, double, 4018C28F5C28F5C2
vic::mox::fxp23::39, double, 4018EB851EB851EB
vic::mox::fxp23::40, double, 4018E66666666666
vic::mox::fxp23::41, double, 4017CCCCCCCCCCCC
vic::mox::fxp23::42, double, 40177AE147AE147A
vic::mox::fxp23::43, double, 4002147AE147AE14
vic::mox::fxp23::44, double, 40021EB851EB851F
vic::mox::fxp23::45, double, 4001D70A3D70A3D7
vic::mox::fxp23::46, double, 400228F5C28F5C29
vic::mox::fxp23::47, double, 40021EB851EB851F
vic::mox::fxp23::48, double, 4003C28F5C28F5C2
vic::mox::fxp23::49, double, 40071EB851EB851F
vic::mox::fxp23::50, double, 4019999999999999
vic::mox::fxp23::51, double, 40199EB851EB851E
vic::mox::fxp23::52, double, 40197AE147AE147A
vic::mox::fxp23::53, double, 4019A3D70A3D70A3
vic::mox::fxp23::54, double, 40199EB851EB851E
vic::mox::fxp23::55, double, 4018851EB851EB84
vic::mox::fxp23::56, double, 4018333333333332
vic::mox::fxp23::57, double, 3FE6666666666666
vic::mox::fxp23::58, double, 3FF0000000000000
vic::mox::fxp23::59, double, 3FE7AE147AE147AE
vic::mox::fxp23::60, double, 3FEB851EB851EB85
vic::mox::fxp23::61, double, 3FDFFFFFFFFFFFFF
vic::mox::fxp23::62, double, 401F99999999999A
vic::mox::fxp23::63, double, 4020666666666667
vic::mox::fxp23::64, double, 401FC28F5C28F5C3
vic::mox::fxp23::65, double, 401E28F5C28F5C29
vic::mox::fxp23::66, double, 401ECCCCCCCCCCCD
vic::mox::fxp23::67, double, 3FF3333333333333
vic::mox::fxp23::68, double, 401F333333333333
vic::mox::fxp23::69, double, 4011333333333333
vic::mox::fxp23::70, double, 4011333333333333
vic::mox::fxp23::71, double, 3FE3333333333333
vic::mox::fxp23::72, double, 401F99999999999A
vic::mox::fxp24::1, double, 4006666666666666
vic::mox::fxp24::2, double, 400670A3D70A3D71
vic::mox::fxp24::3, double, 400628F5C28F5C29
vic::mox::fxp24::4, double, 40067AE147AE147B
vic::mox::fxp24::5, double, 400670A3D70A3D71
vic::mox::fxp24::6, double, 4008147AE147AE14
vic::mox::fxp24::7, double, 400B70A3D70A3D71
vic::mox::fxp24::8, double, 401770A3D70A3D71
vic::mox::fxp24::9, double, 401775C28F5C28F6
vic::mox::fxp24::10, double, 401751EB851EB852
vic::mox::fxp24::11, double, 40177AE147AE147B
vic::mox::fxp24::12, double, 401775C28F5C28F6
vic::mox::fxp24::13, double, 40165C28F5C28F5C
vic::mox::fxp24::14, double, 40160A3D70A3D70A
vic::mox::fxp24::15, double, 4004F5C28F5C28F5
vic::mox::fxp24::16, double, 4005000000000000
vic::mox::fxp24::17, double, 4004B851EB851EB8
vic::mox::fxp24::18, double, 40050A3D70A3D70A
vic::mox::fxp24::19, double, 4005000000000000
vic::mox::fxp24::20, double, 4006A3D70A3D70A4
vic::mox::fxp24::21, double, 400A000000000000
vic::mox::fxp24::22, double, 401828F5C28F5C29
vic::mox::fxp24::23, double, 40182E147AE147AE
